"palabra","positivo","negativo","sentimiento"
"excelente calidad economía impresiones único malo cada cierto tiempo sacar cartuchos instalarlos nuevo resumen bien saludos",1,1,0
"excelente calidad entrega fecha indicada armado rápido recomendado",3,1,1
"excelente calidad hermoso color fácil armar satisfecha compra",1,0,1
"excelente calidad lamentablemente viene recetario tema imuy mportante mejor olvidarse repuestos existen dura descompone u recomiendo producto",1,0,1
"excelente calidad llevo casi año usándolo problemas calienta bastante bien buen material recomiendo u recomiendo producto publicada originalmente sodimaccl",2,0,1
"excelente calidad mucha capacidad funcional cocinas pequeñas u recomiendo producto publicada originalmente falabellacompe",3,0,1
"excelente calidad plazos entrega establecidos cumplidos feliz",3,0,1
"excelente calidad practico momento cocinar",2,0,1
"excelente calidad precio cómodas lindo diseño u recomiendo producto publicada originalmente adidascom",2,0,1
"excelente calidad problemas u recomiendo producto",2,0,1
"excelente calidad producto fácil armado lindo color",3,1,1
"excelente calidad producto recomiendo adidas u recomiendo producto publicada originalmente adidascom",1,0,1
"excelente calidad quería cumple fechas descritas llegada",1,0,1
"excelente calidad rapidísima entrega complicaciones u recomiendo producto publicada originalmente adidascom",2,0,1
"excelente calidad recomendado",1,0,1
"excelente calidad solo color colchon ma oscuro",1,0,1
"excelente calzado hacer deporte outfit paseo u recomiendo producto publicada originalmente adidascom",2,0,1
"excelente cama ampliufffd notoriamente espacio dormitorio baufffdl recomiendo u recomiendo producto",1,0,1
"excelente cama bastante cómoda buena calidad además pareja bastantes contentos compra",2,0,1
"excelente cama buena relación precio calidad súper resistente confortable",3,1,1
"excelente cama colchón blando justo punto hace dos semanas encanto buscaba colchón plano hundiera dormir cumplió expectativas cama bonita base alta patas madera firmes sistema anclar base llegó perfectas condiciones recomendada u recomiendo producto",6,0,1
"excelente cama colchon buena calidad base permite buena utilizacion espacios u recomiendo producto",1,0,1
"excelente cama cómoda alta linda recomendada vez compren deberán comprar veladores nuevos quedan bajos u recomiendo producto",1,0,1
"excelente cama cómoda amplia fácil armado recomendada",4,2,1
"excelente cama comoda bastante amplia full recomendable",6,0,1
"excelente cama cómoda blandita espalda ayuda mejor descanso duermo u recomiendo producto",3,0,1
"excelente cama cómoda bonita",1,0,1
"excelente cama cómoda bonita armado rapido",2,1,1
"excelente cama cómoda buenas terminaciones lastima llegó rota base",1,0,1
"excelente cama cómoda elegante recomendable",3,0,1
"excelente cama cómoda grande sencilla armar",1,0,1
"excelente cama cómoda recomienda único gustó digamos madera velador tono tosco have vista buena calidad demás excelente muchachos reparten dejan armada",1,0,1
"excelente cama cómoda tan alta niños",1,0,1
"excelente cama cómoda totalmente recomendablela volvería comprar",1,0,1
"excelente cama cómoda u recomiendo producto",2,0,1
"excelente cama cómodo cumple totalmente función",2,0,1
"excelente cama cumple función creces amplio compartimento box llegó tiempo estimado dejaron armado producto u recomiendo producto",2,1,1
"excelente cama dormir maravilloso",5,0,1
"excelente cama exquisita u recomiendo producto",1,0,1
"excelente cama fácil armar llegó puntual buena experiencia compra u recomiendo producto",2,0,1
"excelente cama firme cómoda buena calidad",3,0,1
"excelente cama llegó fecha indicada u recomiendo producto",1,0,1
"excelente cama nido detalle venía perno rodado desarmar parte ahora comprar perno poder armarla",1,0,1
"excelente cama provechoso sistema guardado único malo dormiría dia jajajajaja u recomiendo producto",1,1,0
"excelente cama soporte resortes tener ojo marca diferencia siempre segura rossen u recomiendo producto",1,0,1
"excelente cama venia todas piezas leí múltiples comentarios comprarla arriesgué arrepiento cama firme fácil armar hermosa buena relación precio calidad colchón duro similar cic perfecto gusta llegó tiempos plazos estimados buena compra",5,1,1
"excelente carga rápido mejor u recomiendo producto",1,1,0
"excelente cocinar dulce salado tamaño apropiado buena marca alemana recomiendo u recomiendo producto publicada originalmente sodimaccl",3,0,1
"excelente colcho base débil trae instrucciones armado",2,1,1
"excelente colchón base mala calidad trizo solo sentarme borde cama ahora cada ves acuesto cruje",2,2,0
"excelente colchon base util faltan instrucciones armado compre debe saber contar accesos amplios poder entrar base ser rigida ma complicado entrar colchon sistema hidraulico duro menos mucha fuerza asi requiero ayuda persona papa misma ma antigua pasa mismo espero uso solucione pese excelente compra",7,4,1
"excelente colchón buena calidad además despacho cumplió plazo entrega",2,0,1
"excelente colchón cómodo cumplio todas expectativas",1,0,1
"excelente colchón cómodo excelente relación precio calidad buen producto recomendado",1,0,1
"excelente colchón cómodo feliz calidad producto",2,0,1
"excelente colchón cómodo realmente valió pena compra u recomiendo producto",2,2,0
"excelente colchón cómodo rico duro hace perfecto espalda entrega tiempo acordado",6,2,1
"excelente colchón cumple todas expectativas además ideal embarazada",2,0,1
"excelente colchón fácil armado mejor puede guardar ropa cama parte inferior colchón u recomiendo producto",3,4,0
"excelente colchón firme buen tamaño",3,0,1
"excelente colchon hermoso diseufffdo veladores respaldos facil instalacion base liviana mover general hermoso comodo buen producto u recomiendo producto",2,0,1
"excelente colchón mejor descanso merecido sufro dolor crónico",4,14,0
"excelente colchón mejor llego fecha indicada u recomiendo producto",1,0,1
"excelente colchón ortopédic decidí renovarlo mismo versión advance mejor desicion recomendable u recomiendo producto",4,0,1
"excelente colchón quedó justo cama plaza despacho lento mes u recomiendo producto",2,1,1
"excelente colchón recomiendo hija feliz producto super cómodo",3,0,1
"excelente colchon sensacion acogedora nube rico firme",3,0,1
"excelente colchón tal cóml espere brinda comodidad descanso realmente recomiendo u recomiendo producto",2,0,1
"excelente combinación precio calidad cómodo u recomiendo producto",2,0,1
"excelente comida queda deliciosa u recomiendo producto",2,0,1
"excelente cómoda",1,0,1
"excelente cómoda reconfortante feliz compra ahora sueño reparador",2,0,1
"excelente cómoda vi tienda así conforme",3,0,1
"excelente cómodo cien ciento recomendable u recomiendo producto",4,0,1
"excelente cómodo facilita poder caminar agrado u recomiendo producto publicada originalmente adidascom",1,0,1
"excelente compra",1,0,1
"excelente compra ahorro espacio facil levantar uso caja fuerte recomiendo si colocar cubrecolchon sognare u marca mayor comodidad duración",5,0,1
"excelente compra buen computador rápido liviano",1,0,1
"excelente compra buen producto rapida entrega u recomiendo producto",2,0,1
"excelente compra buen tamaño fácil manejo rápido u recomiendo producto",2,0,1
"excelente compra buena calidad esperaba",1,0,1
"excelente compra buena mejor almacenamiento colchón cómodo",1,0,1
"excelente compra bueno buen precio recomendable u recomiendo producto",5,0,1
"excelente compra calidad manufactura producto tela suave adapta facilidad peso cuerpo proporciona buen descanso",8,2,1
"excelente compra cama cómoda firme",3,0,1
"excelente compra cama practicum comoda colchon duro perfecto despacho rapido dejaron cama lista u recomiendo producto",2,1,1
"excelente compra casi año uso ningún problema",1,1,0
"excelente compra colchón súper cómodo despacho fecha indicada",1,0,1
"excelente compra colchufffdn exquisito base firme decir buen cubre colchufffdn queda impeque u recomiendo producto",4,0,1
"excelente compra comoda cama altura correcta confort necesario buen dormir cubrecamas genial persona encargadas armado relacion calidadprecio u recomiendo producto",3,2,1
"excelente compra cómoda exactamente deseaba lindo respaldo gusto hice mejor compra mundo",3,0,1
"excelente compra comoda gran espacio interior mejor necesitas desarmar cama utilizar dicho espacio buena opción dormitorio pequeño",2,0,1
"excelente compra cómoda textile calidad recomendable",2,0,1
"excelente compra cumple todas espectativas",1,0,1
"excelente compra decir producto bueno u recomiendo producto",4,0,1
"excelente compra económica tintas durán muchísimo",1,0,1
"excelente compra encantó dormí bien u recomiendo producto",1,0,1
"excelente compra equipo recomendable rufffdpido buena definiciufffdn pesar poca capacidad disco externo arregla u recomiendo producto",3,0,1
"excelente compra fácil instalar usar recomendable",2,0,1
"excelente compra facil usar limpiar",4,0,1
"excelente compra hace tiempo rápido liviano comparación equipos buena compra arrepentirás batería dura mejor rápido malo precio subió mil comparación año anterior",1,1,0
"excelente compra hice primer pan quedo estupendo super sabroso deberíamos tener casa",4,1,1
"excelente compra horno espacioso",4,0,1
"excelente compra necesitaba recambio litera quedó bien cómodo descansar firme productos rosen comprado ejemplo sofás lindos comodísimos almohadas etc voy segura calidad veces barato cuesta caro así aunque caros final valen pena",6,3,1
"excelente compra pan recién hecho queques etc quería hace tiempo solo pude comprar septiembre habilitado producto envío solo retiro bien ahí falabella cambio estupenda tiempos pandemia u recomiendo producto",1,2,0
"excelente compra preparado queda exquisito crujiente rápida excelente compra u recomiendo producto",3,3,0
"excelente compra producto buena calidad calza perfectamente evitando fugas filtraciones toda familia disfrutufffdndolo u recomiendo producto",2,0,1
"excelente compra quede bastante conforme cama bastante comoda facil armar u recomiendo producto",2,0,1
"excelente compra quedé conforme tv quedó transformada smart tv mejor puedes compartir internet roku celular puedes llevar todas pars incluso trae control remoto diferencia google chromecast ambos dispositivos deben conectados misma red wifi ma largo tema cambiar red conexión u recomiendo producto",1,0,1
"excelente compra rápido fácil usar liviano",1,0,1
"excelente compra relación precio despacho calidad producto u recomiendo producto",1,0,1
"excelente compra tienda despacho mismo día acordó momento compra colchón súper alto cómodo firme gorditos super bien mejor suena intimidad jejejej felices compra sábanas tamaño king u recomiendo producto",4,1,1
"excelente compra usamos fundamentalmente ver netflix funciona super",1,0,1
"excelente compratodas preparaciones qe realizado qedan bien",4,0,1
"excelente compre desconfianza ahora adoro hace pan delicioso integral semilla sano decir buena inversión u recomiendo producto",6,3,1
"excelente compre oferta cyberday verdad maravilloso facil usar facil limpiar",16,0,1
"excelente computador comprado hace meses liviano rápido hice buena compra hoy ví subió",1,0,1
"excelente computador funciona perfección encantó u recomiendo producto",1,0,1
"excelente computador gran capacidad velocidad buena resolución gran duración batería bastante barato pantalla retina",4,1,1
"excelente computador practico batería dura bastante primera experiencia mac increíble u recomiendo producto",2,0,1
